datetime	block	trial	trial_type	setSize	RT	accuracy	timeout	clickedObject	Targ_X	Targ_Y	Click_X	Click_Y	target_start_color	target_end_color
2017-04-24 10:19:40.477000	1	1	noChange	8	1.5545532251	1	0	noChange	114.687407028	-191.443703514	968	135	red	red
2017-04-24 10:19:44.336000	1	2	noChange	8	1.47209504353	1	0	noChange	-37.9311105419	-37.9311105419	963	129	blue	blue
2017-04-24 10:19:49.023000	1	3	noChange	8	NA	0	1	NA	191.443703514	191.443703514	NA	NA	red	red
2017-04-24 10:19:53.277000	1	4	change	8	1.83644542502	0	0	noChange	191.443703514	37.9311105419	971	137	blue	red
2017-04-24 10:19:57.339000	1	5	change	8	1.6934030663	1	0	change	-114.687407028	-114.687407028	-939	235	green	blue
2017-04-24 10:20:01.905000	1	6	change	8	NA	0	1	NA	37.9311105419	37.9311105419	NA	NA	black	green
2017-04-24 10:20:05.829000	1	7	change	8	1.55872110973	1	0	change	-191.443703514	-114.687407028	-933	231	red	green
2017-04-24 10:20:10.047000	1	8	noChange	8	1.81201042135	1	0	noChange	37.9311105419	114.687407028	949	129	blue	blue
2017-04-24 10:20:13.906000	1	9	change	8	1.49378019582	0	0	noChange	114.687407028	-114.687407028	958	131	white	magenta
2017-04-24 10:20:18.122000	1	10	noChange	8	1.80213797045	1	0	noChange	-191.443703514	191.443703514	964	138	black	black
2017-04-24 10:20:21.849000	1	11	change	8	1.30090386277	0	0	noChange	191.443703514	191.443703514	945	127	green	magenta
2017-04-24 10:20:25.190000	1	12	change	8	0.970120307024	0	0	noChange	114.687407028	-191.443703514	949	128	yellow	blue
2017-04-24 10:20:28.753000	1	13	change	8	1.15060629748	1	0	change	-114.687407028	-37.9311105419	-936	227	black	white
2017-04-24 10:20:32.288000	1	14	change	8	1.11034055789	0	0	noChange	37.9311105419	-114.687407028	971	140	black	red
2017-04-24 10:20:35.644000	1	15	noChange	8	0.979707016432	1	0	noChange	191.443703514	37.9311105419	958	133	yellow	yellow
2017-04-24 10:20:39.846000	1	16	noChange	8	1.77435166239	1	0	noChange	-191.443703514	114.687407028	952	130	magenta	magenta
2017-04-24 10:20:43.645000	1	17	noChange	8	1.40107842783	1	0	noChange	-114.687407028	-191.443703514	950	126	blue	blue
2017-04-24 10:20:47.657000	1	18	change	8	1.63827261053	1	0	change	37.9311105419	-37.9311105419	-903	203	green	red
2017-04-24 10:20:51.658000	1	19	change	8	1.6042972894	1	0	change	-114.687407028	-191.443703514	-904	195	green	blue
2017-04-24 10:20:55.748000	1	20	noChange	8	1.69342769919	1	0	noChange	-37.9311105419	-191.443703514	952	127	black	black
2017-04-24 10:21:00.291000	1	21	noChange	8	2.09898438603	1	0	noChange	114.687407028	37.9311105419	968	134	blue	blue
2017-04-24 10:21:04.079000	1	22	change	8	1.36843164045	1	0	change	-191.443703514	-191.443703514	-933	206	white	red
2017-04-24 10:21:08.499000	1	23	change	8	2.01574985795	0	0	noChange	37.9311105419	-191.443703514	980	139	yellow	blue
2017-04-24 10:21:12.585000	1	24	change	8	1.64365202269	0	0	noChange	-37.9311105419	114.687407028	979	140	black	blue
2017-04-24 10:21:16.484000	1	25	change	8	1.53743583133	1	0	change	-37.9311105419	191.443703514	-916	194	blue	magenta
2017-04-24 10:21:21.118000	1	26	change	8	NA	0	1	NA	37.9311105419	114.687407028	NA	NA	white	yellow
2017-04-24 10:21:24.558000	1	27	noChange	8	1.03694071028	1	0	noChange	114.687407028	114.687407028	947	123	green	green
2017-04-24 10:21:28.999000	1	28	change	8	2.04436136775	0	0	noChange	191.443703514	114.687407028	927	109	blue	green
2017-04-24 10:21:32.915000	1	29	noChange	8	1.51076908802	0	0	change	-191.443703514	37.9311105419	-958	138	white	white
2017-04-24 10:21:36.538000	1	30	noChange	8	1.21993514982	1	0	noChange	37.9311105419	37.9311105419	933	115	green	green
2017-04-24 10:21:40.118000	1	31	noChange	8	1.16166892742	1	0	noChange	191.443703514	-191.443703514	935	110	blue	blue
2017-04-24 10:21:43.778000	1	32	noChange	8	1.24402365086	0	0	change	191.443703514	-37.9311105419	-926	136	blue	blue
2017-04-24 10:21:47.501000	1	33	change	8	1.33209115154	1	0	change	-37.9311105419	-37.9311105419	-934	140	green	blue
2017-04-24 10:21:51.198000	1	34	change	8	1.29395697784	1	0	change	-114.687407028	191.443703514	-950	142	white	yellow
2017-04-24 10:21:55.057000	1	35	noChange	8	1.4735089713	1	0	noChange	-191.443703514	-114.687407028	957	123	blue	blue
2017-04-24 10:21:59.503000	1	36	noChange	8	2.05291103258	1	0	noChange	114.687407028	-37.9311105419	945	116	red	red
2017-04-24 10:22:03.327000	1	37	change	8	1.45168217991	0	0	noChange	114.687407028	191.443703514	960	126	white	yellow
2017-04-24 10:22:06.891000	1	38	change	8	1.17739127864	1	0	change	-37.9311105419	37.9311105419	-963	142	yellow	red
2017-04-24 10:22:10.820000	1	39	noChange	8	1.56009439323	1	0	noChange	-37.9311105419	114.687407028	955	126	green	green
2017-04-24 10:22:14.760000	1	40	noChange	8	1.53727571756	1	0	noChange	37.9311105419	-37.9311105419	944	122	green	green
2017-04-24 10:22:18.738000	1	41	change	8	1.60649495354	1	0	change	-114.687407028	37.9311105419	-960	138	red	white
