timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-19 20:23:51,ZOOM,0,1.2,168,0,0.93,1,157.24000000000066,1,157.24000000000066,165,-7.8,2.790395975112915
2018-11-19 20:23:55,ZOOM,1,1.2,116,1,0.93,1,3.7900000000000005,1,3.7900000000000005,105,-101.2,1.9326705932617188
2018-11-19 20:23:58,ZOOM,2,1.2,158,1,0.93,1,12.159999999999998,1,12.159999999999998,135,-122.8,2.628753662109375
2018-11-19 20:24:01,ZOOM,3,1.2,139,0,0.93,1,130.27000000000046,1,130.27000000000046,135,-4.7,2.297510862350464
2018-11-19 20:24:05,ZOOM,4,1.2,99,1,0.93,1,2.8600000000000003,1,2.8600000000000003,90,-87.1,1.6282789707183838
2018-11-19 20:24:07,ZOOM,5,1.2,465,1,0.93,1,208.39000000000104,1,208.39000000000104,225,-16.6,7.752572536468506
2018-11-19 20:24:16,ZOOM,6,1.2,239,0,0.93,1,223.27000000000115,1,223.27000000000115,285,-61.7,3.9712533950805664
2018-11-19 20:24:21,ZOOM,7,1.2,243,0,0.93,1,226.99000000000117,1,226.99000000000117,255,-28.0,4.056159973144531
2018-11-19 20:24:26,ZOOM,8,1.2,122,0,0.93,1,114.46000000000036,1,114.46000000000036,120,-5.5,2.019770860671997
2018-11-19 20:24:29,ZOOM,9,1.2,162,1,0.93,1,15.879999999999997,1,15.879999999999997,135,-119.1,2.671574115753174
