timestamp,version,trial,retention_time_secs,cue_type,line_sweep_direction,cue_pos_x,cue_pos_y,top_line_x,top_line_y,bottom_line_x,bottom_line_y,RT,n_rotations,n_updates,cue_angle1,cue_angle2,line_angle,line_angle_wrap360
2018-11-19 19:47:41,SWEEP,0,1,flash,+,-200,0,-100.0,-100.0,100.0,100.0,0.7827000617980957,0.7833333333333333,47,180.0,270.0,282.0,282.0
2018-11-19 19:47:44,SWEEP,1,1,flash,+,0,-200,-100.0,-100.0,100.0,100.0,0.9216716289520264,0.9333333333333333,56,270.0,180.0,336.0,336.0
2018-11-19 19:47:48,SWEEP,2,1,flash,+,-200,0,-100.0,-100.0,100.0,100.0,0.6838483810424805,0.7,42,180.0,270.0,252.0,252.0
2018-11-19 19:47:51,SWEEP,3,1,flash,+,0,200,-100.0,-100.0,100.0,100.0,1.9299936294555664,1.95,117,90.0,0.0,702.0,342.0
2018-11-19 19:47:55,SWEEP,4,1,flash,+,-200,0,-100.0,-100.0,100.0,100.0,1.2514524459838867,1.25,75,180.0,270.0,450.0,90.0
2018-11-19 19:47:59,SWEEP,5,1,flash,+,-200,0,-100.0,-100.0,100.0,100.0,0.6717736721038818,0.6833333333333333,41,180.0,270.0,246.0,246.0
2018-11-19 19:48:02,SWEEP,6,1,flash,+,200,0,-100.0,-100.0,100.0,100.0,1.1105101108551025,1.1166666666666667,67,0.0,90.0,402.0,42.0
2018-11-19 19:48:06,SWEEP,7,1,flash,+,200,0,-100.0,-100.0,100.0,100.0,1.9214324951171875,1.9166666666666667,115,0.0,90.0,690.0,330.0
2018-11-19 19:48:11,SWEEP,8,1,flash,+,-200,0,-100.0,-100.0,100.0,100.0,1.626976728439331,1.6333333333333333,98,180.0,270.0,588.0,228.0
2018-11-19 19:48:15,SWEEP,9,1,flash,+,200,0,-100.0,-100.0,100.0,100.0,1.0940933227539062,1.1,66,0.0,90.0,396.0,36.0
2018-11-19 19:48:18,SWEEP,10,1,flash,+,0,-200,-100.0,-100.0,100.0,100.0,0.5949382781982422,0.6,36,270.0,180.0,216.0,216.0
2018-11-19 19:48:21,SWEEP,11,1,flash,+,200,0,-100.0,-100.0,100.0,100.0,1.1572527885437012,1.1666666666666667,70,0.0,90.0,420.0,60.0
2018-11-19 19:48:25,SWEEP,12,1,flash,+,200,0,-100.0,-100.0,100.0,100.0,1.5954387187957764,1.6,96,0.0,90.0,576.0,216.0
2018-11-19 19:48:29,SWEEP,13,1,flash,+,-200,0,-100.0,-100.0,100.0,100.0,1.2512555122375488,1.2666666666666666,76,180.0,270.0,456.0,96.0
2018-11-19 19:48:33,SWEEP,14,1,flash,+,200,0,-100.0,-100.0,100.0,100.0,1.0900061130523682,1.1,66,0.0,90.0,396.0,36.0
2018-11-19 19:48:37,SWEEP,15,1,flash,+,0,-200,-100.0,-100.0,100.0,100.0,1.5039305686950684,1.5166666666666666,91,270.0,180.0,546.0,186.0
2018-11-19 19:48:41,SWEEP,16,1,flash,+,0,-200,-100.0,-100.0,100.0,100.0,0.8912265300750732,0.9,54,270.0,180.0,324.0,324.0
2018-11-19 19:48:44,SWEEP,17,1,flash,+,-200,0,-100.0,-100.0,100.0,100.0,0.7811496257781982,0.8,48,180.0,270.0,288.0,288.0
2018-11-19 19:48:47,SWEEP,18,1,flash,+,-200,0,-100.0,-100.0,100.0,100.0,0.7498047351837158,0.75,45,180.0,270.0,270.0,270.0
2018-11-19 19:48:51,SWEEP,19,1,flash,+,200,0,-100.0,-100.0,100.0,100.0,0.7039792537689209,0.7166666666666667,43,0.0,90.0,258.0,258.0
