timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-19 20:06:43,ZOOM,0,1.2,126,0,0.93,1,-116.18000000000038,1,-116.18000000000038,180,-296.2,2.0946173667907715
2018-11-19 20:06:46,ZOOM,1,1.2,101,0,0.93,1,-92.9300000000002,1,-92.9300000000002,105,-197.9,1.6932637691497803
2018-11-19 20:06:49,ZOOM,2,1.2,260,0,0.93,1,-240.8000000000013,1,-240.8000000000013,285,-525.8,4.3318376541137695
2018-11-19 20:06:54,ZOOM,3,1.2,164,0,0.93,1,-151.52000000000064,1,-151.52000000000064,150,-301.5,2.728473424911499
2018-11-19 20:06:58,ZOOM,4,1.2,90,0,0.93,1,-82.70000000000013,1,-82.70000000000013,90,-172.7,1.4925484657287598
2018-11-19 20:07:00,ZOOM,5,1.2,155,0,0.93,1,-143.15000000000057,1,-143.15000000000057,135,-278.2,2.5750794410705566
2018-11-19 20:07:04,ZOOM,6,1.2,134,0,0.93,1,-123.62000000000043,1,-123.62000000000043,105,-228.6,2.224594831466675
2018-11-19 20:07:07,ZOOM,7,1.2,192,0,0.93,1,-177.56000000000083,1,-177.56000000000083,180,-357.6,3.2104289531707764
2018-11-19 20:07:11,ZOOM,8,1.2,221,0,0.93,1,-204.53000000000102,1,-204.53000000000102,195,-399.5,3.682828664779663
2018-11-19 20:07:16,ZOOM,9,1.2,222,0,0.93,1,-205.46000000000103,1,-205.46000000000103,225,-430.5,3.697880983352661
