timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-29 09:43:43,ZOOM,0,1.2,569,1,0.93,1,255.8200000000014,1,255.8200000000014,255,0.8,9.49640893936
2018-11-29 09:43:53,ZOOM,1,1.2,594,1,0.93,1,249.31000000000134,1,249.31000000000134,285,-35.7,9.98418402672
2018-11-29 09:44:03,ZOOM,2,1.2,156,0,0.93,1,146.08000000000058,1,146.08000000000058,195,-48.9,2.61684298515
2018-11-29 09:44:06,ZOOM,3,1.2,142,0,0.93,1,133.06000000000049,1,133.06000000000049,150,-16.9,2.37078404427
2018-11-29 09:44:09,ZOOM,4,1.2,150,0,0.93,1,140.50000000000054,1,140.50000000000054,165,-24.5,2.51680994034
2018-11-29 09:44:12,ZOOM,5,1.2,88,0,0.93,1,82.84000000000013,1,82.84000000000013,90,-7.2,1.46687102318
2018-11-29 09:44:14,ZOOM,6,1.2,613,1,0.93,1,266.98000000000144,1,266.98000000000144,285,-18.0,10.2528381348
2018-11-29 09:44:24,ZOOM,7,1.2,153,0,0.93,1,143.29000000000056,1,143.29000000000056,150,-6.7,2.55094814301
2018-11-29 09:44:27,ZOOM,8,1.2,79,0,0.93,1,74.47000000000007,1,74.47000000000007,75,-0.5,1.31731200218
2018-11-29 09:44:29,ZOOM,9,1.2,258,1,0.93,1,11.229999999999999,1,11.229999999999999,210,-198.8,4.30158901215
