timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-19 19:39:55,ZOOM,0,1,180,0,0.5,1,-89.0,2,-178.0,270,-448.0,2.984630823135376
2018-11-19 19:39:59,ZOOM,1,1,250,0,0.5,1,-124.0,2,-248.0,225,-473.0,4.144826412200928
2018-11-19 19:40:04,ZOOM,2,1,194,0,0.5,1,-96.0,2,-192.0,225,-417.0,3.234278678894043
2018-11-19 19:40:08,ZOOM,3,1,119,0,0.5,1,-58.5,2,-117.0,240,-357.0,1.9841241836547852
2018-11-19 19:40:11,ZOOM,4,1,0,0,0.5,1,1.0,2,2.0,210,-208.0,0.0
2018-11-19 19:40:12,ZOOM,5,1,0,0,0.5,1,1.0,2,2.0,270,-268.0,0.0
2018-11-19 19:40:13,ZOOM,6,1,0,0,0.5,1,1.0,2,2.0,120,-118.0,0.0
2018-11-19 19:40:14,ZOOM,7,1,0,0,0.5,1,1.0,2,2.0,150,-148.0,0.0
2018-11-19 19:40:15,ZOOM,8,1,0,0,0.5,1,1.0,2,2.0,225,-223.0,0.0
2018-11-19 19:40:16,ZOOM,9,1,0,0,0.5,1,1.0,2,2.0,75,-73.0,0.0
2018-11-19 19:40:17,ZOOM,10,1,14,0,0.5,1,-6.0,2,-12.0,135,-147.0,0.22374939918518066
2018-11-19 19:40:18,ZOOM,11,1,0,0,0.5,1,1.0,2,2.0,60,-58.0,0.0
2018-11-19 19:40:19,ZOOM,12,1,0,0,0.5,1,1.0,2,2.0,240,-238.0,0.0
2018-11-19 19:40:20,ZOOM,13,1,0,0,0.5,1,1.0,2,2.0,270,-268.0,0.0
2018-11-19 19:40:21,ZOOM,14,1,0,0,0.5,1,1.0,2,2.0,195,-193.0,0.0
2018-11-19 19:40:22,ZOOM,15,1,0,0,0.5,1,1.0,2,2.0,135,-133.0,0.0
2018-11-19 19:40:23,ZOOM,16,1,0,0,0.5,1,1.0,2,2.0,285,-283.0,0.0
2018-11-19 19:40:24,ZOOM,17,1,0,0,0.5,1,1.0,2,2.0,60,-58.0,0.0
2018-11-19 19:40:25,ZOOM,18,1,0,0,0.5,1,1.0,2,2.0,225,-223.0,0.0
2018-11-19 19:40:26,ZOOM,19,1,195,0,0.5,1,-96.5,2,-193.0,120,-313.0,3.2637791633605957
