datetime	block	trial	trial_type	setSize	RT	accuracy	timeout	clickedObject	Targ_X	Targ_Y	Click_X	Click_Y	target_start_color	target_end_color
2017-04-12 10:27:27.315000	1	1	noChange	12	1.04318762837	1	0	noChange	-191.443703514	-37.9311105419	-18	38	red	red
2017-04-12 10:27:30.876000	1	2	change	12	1.18123079917	0	0	noChange	191.443703514	-191.443703514	-18	38	white	blue
2017-04-12 10:27:34.346000	1	3	change	12	1.06320308962	0	0	noChange	114.687407028	-114.687407028	-18	38	yellow	white
2017-04-12 10:27:37.477000	1	4	change	12	0.721318582607	0	0	noChange	-191.443703514	-114.687407028	-18	38	blue	yellow
2017-04-12 10:27:40.811000	1	5	change	12	0.963733394861	1	0	change	191.443703514	37.9311105419	-18	38	blue	green
2017-04-12 10:27:44.383000	1	6	noChange	12	1.17841977496	0	0	change	191.443703514	37.9311105419	-18	38	black	black
2017-04-12 10:27:47.552000	1	7	noChange	12	0.772748378642	0	0	change	-37.9311105419	-191.443703514	-18	38	white	white
2017-04-12 10:27:51.105000	1	8	noChange	12	1.15392851615	1	0	noChange	114.687407028	-114.687407028	-18	38	yellow	yellow
2017-04-12 10:27:54.301000	1	9	change	12	0.840643214232	0	0	noChange	-191.443703514	-191.443703514	-18	38	blue	white
2017-04-12 10:27:57.382000	1	10	noChange	12	0.69760859721	1	0	noChange	-114.687407028	-37.9311105419	-18	38	yellow	yellow
2017-04-12 10:28:00.585000	1	11	change	12	0.811395753371	0	0	noChange	-37.9311105419	114.687407028	-18	38	blue	green
2017-04-12 10:28:03.588000	1	12	noChange	12	0.614022195062	1	0	noChange	37.9311105419	-114.687407028	-18	38	black	black
2017-04-12 10:28:07.014000	1	13	noChange	12	1.0247343034	1	0	noChange	-114.687407028	114.687407028	-18	38	white	white
2017-04-12 10:28:10.159000	1	14	noChange	12	0.768742248335	0	0	change	37.9311105419	191.443703514	-18	38	black	black
2017-04-12 10:28:13.539000	1	15	change	12	1.01936556329	1	0	change	-37.9311105419	-191.443703514	-18	38	yellow	green
2017-04-12 10:28:16.663000	1	16	change	12	0.757603251871	1	0	change	-191.443703514	114.687407028	-18	38	magenta	yellow
2017-04-12 10:28:20.083000	1	17	noChange	12	1.06141145684	1	0	noChange	114.687407028	-37.9311105419	-18	38	white	white
2017-04-12 10:28:23.248000	1	18	change	12	0.798369466373	0	0	noChange	-114.687407028	37.9311105419	-18	38	magenta	blue
2017-04-12 10:28:26.276000	1	19	noChange	12	0.676025252005	1	0	noChange	114.687407028	37.9311105419	-18	38	yellow	yellow
