datetime	block	trial	trial_type	setSize	RT	accuracy	timeout	clickedObject	Targ_X	Targ_Y	Click_X	Click_Y	target_start_color	target_end_color
2017-04-12 10:16:12.970000	1	1	noChange	8	1.15031487002	1	0	noChange	114.687407028	114.687407028	-27	57	magenta	magenta
2017-04-12 10:16:16.512000	1	2	noChange	8	1.1419405058	1	0	noChange	-114.687407028	191.443703514	-27	57	black	black
2017-04-12 10:16:19.767000	1	3	change	8	0.873714111407	0	0	noChange	114.687407028	191.443703514	-27	57	magenta	red
2017-04-12 10:16:23.137000	1	4	change	8	0.978732776986	0	0	noChange	191.443703514	-191.443703514	-27	57	yellow	blue
2017-04-12 10:16:26.371000	1	5	noChange	8	0.835341393491	1	0	noChange	37.9311105419	37.9311105419	-27	57	red	red
2017-04-12 10:16:29.532000	1	6	noChange	8	0.753577004697	1	0	noChange	-114.687407028	-191.443703514	-27	57	green	green
2017-04-12 10:16:32.818000	1	7	change	8	0.87321118974	1	0	change	114.687407028	114.687407028	-27	57	magenta	white
2017-04-12 10:16:36.113000	1	8	change	8	0.85636844575	0	0	noChange	37.9311105419	37.9311105419	-27	57	yellow	magenta
2017-04-12 10:16:39.925000	1	9	change	8	1.40861666982	1	0	change	-191.443703514	37.9311105419	-27	57	white	green
2017-04-12 10:16:43.123000	1	10	noChange	8	0.777849030716	1	0	noChange	114.687407028	191.443703514	-27	57	white	white
2017-04-12 10:16:46.439000	1	11	change	8	0.918394082849	0	0	noChange	37.9311105419	114.687407028	-27	57	red	blue
2017-04-12 10:16:49.904000	1	12	change	8	1.03007102075	1	0	change	-191.443703514	-114.687407028	-27	57	white	yellow
2017-04-12 10:16:53.459000	1	13	noChange	8	1.16259929624	1	0	noChange	37.9311105419	-191.443703514	-27	57	blue	blue
2017-04-12 10:16:57.474000	1	14	change	8	1.58496522861	0	0	noChange	-114.687407028	-191.443703514	-27	57	red	magenta
2017-04-12 10:17:00.597000	1	15	change	8	0.740015773266	0	0	noChange	114.687407028	-191.443703514	-27	57	white	green
2017-04-12 10:17:04.211000	1	16	noChange	8	1.2073338706	1	0	noChange	37.9311105419	191.443703514	-27	57	magenta	magenta
2017-04-12 10:17:07.477000	1	17	noChange	8	0.873048202065	1	0	noChange	-191.443703514	114.687407028	-27	57	black	black
2017-04-12 10:17:11.011000	1	18	noChange	8	1.09902712369	1	0	noChange	-114.687407028	-114.687407028	-27	57	blue	blue
2017-04-12 10:17:14.309000	1	19	noChange	8	0.871860896383	1	0	noChange	-114.687407028	114.687407028	-27	57	white	white
2017-04-12 10:17:17.759000	1	20	change	8	1.06333857056	1	0	change	191.443703514	-37.9311105419	-27	57	yellow	black
