datetime	block	trial	trial_type	setSize	RT	accuracy	timeout	clickedObject	Targ_X	Targ_Y	Click_X	Click_Y	target_start_color	target_end_color
2017-04-25 14:12:23.828000	0	1	change	12	NA	0	1	NA	114.687407028	-114.687407028	NA	NA	yellow	black
2017-04-25 14:12:27.075000	0	2	change	12	0.775743010008	1	0	change	-191.443703514	-37.9311105419	-936	493	white	black
2017-04-25 14:12:30.401000	0	3	noChange	12	0.902404087746	1	0	noChange	37.9311105419	-191.443703514	933	511	magenta	magenta
2017-04-25 14:12:34.261000	0	4	change	12	1.45050103294	0	0	noChange	114.687407028	191.443703514	915	493	yellow	green
2017-04-25 14:12:38.082000	0	5	noChange	12	1.36301938444	0	0	change	-191.443703514	-37.9311105419	-892	425	magenta	magenta
2017-04-25 14:12:41.502000	0	6	change	12	1.00301054944	0	0	noChange	37.9311105419	-114.687407028	862	406	black	green
2017-04-25 14:12:45.296000	0	7	noChange	12	1.32400910103	1	0	noChange	-191.443703514	114.687407028	885	429	magenta	magenta
2017-04-25 14:12:49.005000	0	8	change	12	1.27855444361	0	0	noChange	-37.9311105419	37.9311105419	867	425	green	magenta
2017-04-25 14:12:52.498000	0	9	noChange	12	1.05439721681	0	0	change	-37.9311105419	-37.9311105419	-925	381	magenta	magenta
2017-04-25 14:12:55.940000	0	10	noChange	12	1.04511431302	1	0	noChange	37.9311105419	37.9311105419	863	416	green	green
2017-04-25 14:12:59.334000	0	11	change	12	0.947516348027	1	0	change	191.443703514	-37.9311105419	-912	380	green	blue
2017-04-25 14:13:02.476000	0	12	noChange	12	0.732985653806	0	0	change	-37.9311105419	114.687407028	-891	394	blue	blue
2017-04-25 14:13:05.844000	0	13	noChange	12	0.915744849263	0	0	change	114.687407028	-191.443703514	-895	387	green	green
2017-04-25 14:13:09.186000	0	14	noChange	12	0.906252155378	0	0	change	191.443703514	-191.443703514	-893	398	yellow	yellow
2017-04-25 14:13:12.526000	0	15	noChange	12	0.937540028443	1	0	noChange	-191.443703514	37.9311105419	883	420	yellow	yellow
2017-04-25 14:13:16.203000	0	16	change	12	1.22008007331	0	0	noChange	37.9311105419	191.443703514	866	417	white	blue
2017-04-25 14:13:19.736000	0	17	change	12	1.11096500159	1	0	change	191.443703514	114.687407028	-902	364	white	green
2017-04-25 14:13:23.166000	0	18	change	12	0.993564247498	0	0	noChange	-37.9311105419	114.687407028	858	401	magenta	green
2017-04-25 14:13:26.536000	0	19	noChange	12	0.919811739049	1	0	noChange	37.9311105419	-114.687407028	856	403	red	red
2017-04-25 14:13:29.726000	0	20	change	12	0.777357285259	1	0	change	-191.443703514	-191.443703514	-894	359	magenta	black
