timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-29 09:43:23,ZOOM,0,1.2,124,41,0.93,1,1.9300000000000002,1,1.9300000000000002,75,-73.1,2.07417798042
2018-11-29 09:43:26,ZOOM,1,1.2,5,1,0.93,1,2.8600000000000003,1,2.8600000000000003,105,-102.1,0.0852520465851
2018-11-29 09:43:26,ZOOM,2,1.2,0,0,0.93,1,1.0,1,1.0,210,-209.0,0.00394701957703
2018-11-29 09:43:26,ZOOM,3,1.2,0,0,0.93,1,1.0,1,1.0,150,-149.0,0.0038959980011
2018-11-29 09:43:27,ZOOM,4,1.2,0,0,0.93,1,1.0,1,1.0,135,-134.0,0.00382304191589
2018-11-29 09:43:27,ZOOM,5,1.2,5,1,0.93,1,2.8600000000000003,1,2.8600000000000003,285,-282.1,0.0807180404663
2018-11-29 09:43:27,ZOOM,6,1.2,2,0,0.93,1,2.8600000000000003,1,2.8600000000000003,75,-72.1,0.0347239971161
2018-11-29 09:43:28,ZOOM,7,1.2,0,0,0.93,1,1.0,1,1.0,210,-209.0,0.0042769908905
2018-11-29 09:43:28,ZOOM,8,1.2,23,7,0.93,1,2.8600000000000003,1,2.8600000000000003,210,-207.1,0.397028207779
2018-11-29 09:43:29,ZOOM,9,1.2,6,2,0.93,1,1.0,1,1.0,255,-254.0,0.101837158203
