timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-30 13:02:23,ZOOM,0,1.2,302,1,0.93,1,7.51,1,7.51,255,-247.5,5.0572719574
2018-11-30 13:02:29,ZOOM,1,1.2,240,0,0.93,1,224.20000000000115,1,224.20000000000115,210,14.2,4.00013303757
2018-11-30 13:02:33,ZOOM,2,1.2,143,0,0.93,1,133.9900000000005,1,133.9900000000005,120,14.0,2.42054104805
2018-11-30 13:02:36,ZOOM,3,1.2,213,0,0.93,1,199.09000000000097,1,199.09000000000097,180,19.1,3.55099201202
2018-11-30 13:02:40,ZOOM,4,1.2,1398,4,0.93,1,84.70000000000014,1,84.70000000000014,285,-200.3,23.3148310184
2018-11-30 13:03:03,ZOOM,5,1.2,76,0,0.93,1,71.68000000000005,1,71.68000000000005,75,-3.3,1.2677052021
2018-11-30 13:03:05,ZOOM,6,1.2,85,0,0.93,1,80.05000000000011,1,80.05000000000011,90,-9.9,1.41708302498
2018-11-30 13:03:07,ZOOM,7,1.2,105,0,0.93,1,98.65000000000025,1,98.65000000000025,105,-6.3,1.74987983704
2018-11-30 13:03:09,ZOOM,8,1.2,102,0,0.93,1,95.86000000000023,1,95.86000000000023,90,5.9,1.70240807533
2018-11-30 13:03:11,ZOOM,9,1.2,54,0,0.93,1,51.21999999999999,1,51.21999999999999,60,-8.8,0.901783227921
