timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-19 19:42:31,ZOOM,0,1,211,0,0.5,1,-104.5,2,-209.0,285,-494.0,3.5002293586730957
2018-11-19 19:42:35,ZOOM,1,1,175,0,0.5,1,-86.5,2,-173.0,180,-353.0,2.9075019359588623
2018-11-19 19:42:39,ZOOM,2,1,265,0,0.5,1,-131.5,2,-263.0,255,-518.0,4.407037973403931
2018-11-19 19:42:45,ZOOM,3,1,201,0,0.5,1,-99.5,2,-199.0,225,-424.0,3.358888626098633
2018-11-19 19:42:49,ZOOM,4,1,289,0,0.5,1,-143.5,2,-287.0,285,-572.0,4.824759006500244
2018-11-19 19:42:55,ZOOM,5,1,249,0,0.5,1,-123.5,2,-247.0,255,-502.0,4.156062126159668
2018-11-19 19:43:00,ZOOM,6,1,116,0,0.5,1,-57.0,2,-114.0,120,-234.0,1.9346530437469482
2018-11-19 19:43:03,ZOOM,7,1,231,0,0.5,1,-114.5,2,-229.0,240,-469.0,3.8563170433044434
2018-11-19 19:43:08,ZOOM,8,1,59,0,0.5,1,-28.5,2,-57.0,60,-117.0,0.9842052459716797
2018-11-19 19:43:10,ZOOM,9,1,89,0,0.5,1,-43.5,2,-87.0,90,-177.0,1.484001874923706
2018-11-19 19:43:12,ZOOM,10,1,167,0,0.5,1,-82.5,2,-165.0,165,-330.0,2.7829275131225586
2018-11-19 19:43:16,ZOOM,11,1,43,0,0.5,1,-20.5,2,-41.0,60,-101.0,0.7163012027740479
2018-11-19 19:43:18,ZOOM,12,1,207,0,0.5,1,-102.5,2,-205.0,240,-445.0,3.4524383544921875
2018-11-19 19:43:22,ZOOM,13,1,71,0,0.5,1,-34.5,2,-69.0,90,-159.0,1.1717853546142578
2018-11-19 19:43:25,ZOOM,14,1,211,0,0.5,1,-104.5,2,-209.0,210,-419.0,3.521008253097534
2018-11-19 19:43:29,ZOOM,15,1,222,0,0.5,1,-110.0,2,-220.0,225,-445.0,3.6883087158203125
2018-11-19 19:43:34,ZOOM,16,1,177,0,0.5,1,-87.5,2,-175.0,135,-310.0,2.9391820430755615
2018-11-19 19:43:38,ZOOM,17,1,135,0,0.5,1,-66.5,2,-133.0,120,-253.0,2.235062599182129
2018-11-19 19:43:41,ZOOM,18,1,213,0,0.5,1,-105.5,2,-211.0,210,-421.0,3.5488169193267822
2018-11-19 19:43:46,ZOOM,19,1,237,0,0.5,1,-117.5,2,-235.0,240,-475.0,3.9343326091766357
