timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-19 20:06:07,ZOOM,0,1.2,0,0,0.36,1,1.0,1,1.0,90,-89.0,0.0
2018-11-19 20:06:08,ZOOM,1,1.2,138,0,0.36,1,-48.67999999999994,1,-48.67999999999994,75,-123.7,2.2757699489593506
2018-11-19 20:06:11,ZOOM,2,1.2,304,0,0.36,1,-108.43999999999986,1,-108.43999999999986,135,-243.4,5.063261270523071
2018-11-19 20:06:17,ZOOM,3,1.2,209,0,0.36,1,-74.23999999999991,1,-74.23999999999991,75,-149.2,3.4860286712646484
2018-11-19 20:06:22,ZOOM,4,1.2,107,0,0.36,1,-37.51999999999996,1,-37.51999999999996,255,-292.5,1.7748126983642578
2018-11-19 20:06:25,ZOOM,5,1.2,0,0,0.36,1,1.0,1,1.0,180,-179.0,0.0
2018-11-19 20:06:26,ZOOM,6,1.2,0,0,0.36,1,1.0,1,1.0,105,-104.0,0.0
2018-11-19 20:06:27,ZOOM,7,1.2,0,0,0.36,1,1.0,1,1.0,255,-254.0,0.0
2018-11-19 20:06:28,ZOOM,8,1.2,0,0,0.36,1,1.0,1,1.0,285,-284.0,0.0
2018-11-19 20:06:29,ZOOM,9,1.2,0,0,0.36,1,1.0,1,1.0,120,-119.0,0.0
