timestamp,version,trial,RT,ACC,CUE,case_shown
2018-11-19 23:07:59,LEFT_RIGHT,0,0.887820005417,1,left-arrow,NA
2018-11-19 23:08:01,LEFT_RIGHT,1,0.603977918625,1,right-arrow,NA
2018-11-19 23:08:03,LEFT_RIGHT,2,0.644685029984,1,right,RIGHT
2018-11-19 23:08:04,LEFT_RIGHT,3,1.74879980087,1,left-arrow,NA
2018-11-19 23:08:07,LEFT_RIGHT,4,1.29481220245,0,right-arrow,NA
2018-11-19 23:08:09,LEFT_RIGHT,5,0.707987785339,1,right,RIGHT
2018-11-19 23:08:11,LEFT_RIGHT,6,0.673620939255,1,left,LEFT
2018-11-19 23:08:13,LEFT_RIGHT,7,0.612820148468,1,left,LEFT
2018-11-19 23:08:14,LEFT_RIGHT,8,1.75960302353,1,left-arrow,NA
2018-11-19 23:08:17,LEFT_RIGHT,9,0.49742603302,1,right-arrow,NA
