timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-19 20:20:26,ZOOM,0,1.2,234,0,0.93,1,-216.6200000000011,1,-216.6200000000011,210,-426.6,3.9135804176330566
2018-11-19 20:20:31,ZOOM,1,1.2,161,0,0.93,1,-148.73000000000062,1,-148.73000000000062,135,-283.7,2.6745617389678955
2018-11-19 20:20:34,ZOOM,2,1.2,226,0,0.93,1,-209.18000000000106,1,-209.18000000000106,195,-404.2,3.780320882797241
2018-11-19 20:20:39,ZOOM,3,1.2,192,0,0.93,1,-177.56000000000083,1,-177.56000000000083,165,-342.6,3.2016360759735107
2018-11-19 20:20:43,ZOOM,4,1.2,164,0,0.93,1,-151.52000000000064,1,-151.52000000000064,180,-331.5,2.7129123210906982
2018-11-19 20:20:47,ZOOM,5,1.2,155,0,0.93,1,-143.15000000000057,1,-143.15000000000057,120,-263.2,2.5786800384521484
2018-11-19 20:20:51,ZOOM,6,1.2,768,0,0.93,1,-713.2399999999924,1,-713.2399999999924,240,-953.2,12.812742948532104
2018-11-19 20:21:04,ZOOM,7,1.2,0,0,0.93,1,1.0,1,1.0,240,-239.0,0.015621662139892578
2018-11-19 20:21:05,ZOOM,8,1.2,0,0,0.93,1,1.0,1,1.0,240,-239.0,0.0
2018-11-19 20:21:06,ZOOM,9,1.2,277,0,0.93,1,-256.6100000000014,1,-256.6100000000014,105,-361.6,4.623964071273804
