timestamp,version,trial,retention_time_secs,update_count,reset_count,sweeper_growth_speed,sweeper_start_scaling_factor,sweeper_end_scaling_factor,sweeper_start_radius,sweeper_end_radius,cue_radius,radial_difference,RT
2018-11-29 09:41:15,ZOOM,0,1.2,240,0,0.93,1,224.20000000000115,1,224.20000000000115,225,-0.8,4.0591340065
2018-11-29 09:41:19,ZOOM,1,1.2,213,0,0.93,1,199.09000000000097,1,199.09000000000097,225,-25.9,3.55110311508
2018-11-29 09:41:23,ZOOM,2,1.2,103,0,0.93,1,96.79000000000023,1,96.79000000000023,105,-8.2,1.71754288673
2018-11-29 09:41:25,ZOOM,3,1.2,152,1,0.93,1,5.65,1,5.65,135,-129.3,2.58254599571
2018-11-29 09:41:28,ZOOM,4,1.2,532,1,0.93,1,224.20000000000115,1,224.20000000000115,270,-45.8,8.93582487106
2018-11-29 09:41:37,ZOOM,5,1.2,61,0,0.93,1,57.72999999999999,1,57.72999999999999,60,-2.3,1.01717615128
2018-11-29 09:41:39,ZOOM,6,1.2,234,1,0.93,1,7.51,1,7.51,210,-202.5,3.93471884727
2018-11-29 09:41:43,ZOOM,7,1.2,141,0,0.93,1,132.13000000000048,1,132.13000000000048,225,-92.9,2.35049104691
2018-11-29 09:41:46,ZOOM,8,1.2,7,0,0.93,1,7.51,1,7.51,285,-277.5,0.132485151291
2018-11-29 09:41:46,ZOOM,9,1.2,0,0,0.93,1,1.0,1,1.0,60,-59.0,0.00318217277527
