datetime	block	trial	trial_type	setSize	RT	accuracy	timeout	clickedObject	Targ_X	Targ_Y	Click_X	Click_Y	target_start_color	target_end_color
2017-04-25 10:16:23.946000	1	1	change	12	1.48110657501	1	0	change	-114.687407028	191.443703514	-930	389	white	red
2017-04-25 10:16:28.642000	1	2	change	12	NA	0	1	NA	-114.687407028	114.687407028	NA	NA	black	blue
2017-04-25 10:16:32.816000	1	3	noChange	12	1.76459662825	1	0	noChange	37.9311105419	191.443703514	929	381	white	white
2017-04-25 10:16:36.529000	1	4	noChange	12	1.27846987069	0	0	change	37.9311105419	114.687407028	-925	379	blue	blue
2017-04-25 10:16:40.359000	1	5	change	12	1.37207895005	0	0	noChange	191.443703514	-191.443703514	939	377	yellow	white
2017-04-25 10:16:44.305000	1	6	change	12	1.49474087844	1	0	change	191.443703514	191.443703514	-932	375	green	magenta
2017-04-25 10:16:48.089000	1	7	noChange	12	1.334658309	1	0	noChange	-114.687407028	191.443703514	961	372	white	white
2017-04-25 10:16:52.345000	1	8	noChange	12	1.82794009939	0	0	change	-114.687407028	114.687407028	-899	340	blue	blue
2017-04-25 10:16:56.976000	1	9	noChange	12	2.18556693413	0	0	change	-191.443703514	37.9311105419	-914	338	black	black
2017-04-25 10:17:00.688000	1	10	noChange	12	1.30678126981	1	0	noChange	-37.9311105419	191.443703514	916	352	white	white
2017-04-25 10:17:04.437000	1	11	change	12	1.31670832362	1	0	change	-37.9311105419	114.687407028	-894	332	red	black
2017-04-25 10:17:08.372000	1	12	change	12	1.51992184806	1	0	change	-37.9311105419	-114.687407028	-898	340	black	yellow
2017-04-25 10:17:12.841000	1	13	change	12	2.0354532944	0	0	noChange	191.443703514	-114.687407028	888	350	red	white
2017-04-25 10:17:16.455000	1	14	change	12	1.17095675779	1	0	change	37.9311105419	37.9311105419	-897	333	white	black
2017-04-25 10:17:20.121000	1	15	noChange	12	1.24252063415	1	0	noChange	-114.687407028	-191.443703514	908	347	yellow	yellow
2017-04-25 10:17:23.863000	1	16	noChange	12	1.31387102548	0	0	change	114.687407028	37.9311105419	-887	327	green	green
2017-04-25 10:17:28.462000	1	17	noChange	12	2.13530024206	0	0	change	114.687407028	114.687407028	-929	360	magenta	magenta
2017-04-25 10:17:32.204000	1	18	change	12	1.31131577392	1	0	change	37.9311105419	114.687407028	-905	346	blue	yellow
2017-04-25 10:17:35.985000	1	19	change	12	1.35517339911	1	0	change	37.9311105419	-37.9311105419	-884	315	yellow	white
2017-04-25 10:17:40.602000	1	20	change	12	NA	0	1	NA	-191.443703514	-37.9311105419	NA	NA	red	white
2017-04-25 10:17:44.371000	1	21	change	12	1.33491325939	1	0	change	191.443703514	-37.9311105419	-911	348	green	magenta
2017-04-25 10:17:48.287000	1	22	change	12	1.49414188872	1	0	change	-37.9311105419	-191.443703514	-922	352	blue	green
2017-04-25 10:17:51.977000	1	23	change	12	1.27003556989	0	0	noChange	37.9311105419	-191.443703514	929	361	green	yellow
2017-04-25 10:17:56.289000	1	24	noChange	12	1.89174625826	0	0	change	-191.443703514	-37.9311105419	-921	350	green	green
2017-04-25 10:18:00.222000	1	25	change	12	1.48712644226	1	0	change	-37.9311105419	191.443703514	-919	345	green	magenta
2017-04-25 10:18:04.100000	1	26	change	12	1.43372849959	1	0	change	114.687407028	37.9311105419	-931	355	magenta	yellow
2017-04-25 10:18:08.285000	1	27	change	12	1.78220421649	0	0	noChange	-114.687407028	-37.9311105419	935	349	blue	black
2017-04-25 10:18:12.056000	1	28	noChange	12	1.35641079118	1	0	noChange	37.9311105419	-114.687407028	916	346	red	red
2017-04-25 10:18:16.144000	1	29	noChange	12	1.66232005675	0	0	change	114.687407028	-37.9311105419	-917	341	white	white
2017-04-25 10:18:20.202000	1	30	change	12	1.61770209642	1	0	change	-114.687407028	-114.687407028	-939	358	red	yellow
2017-04-25 10:18:24.027000	1	31	noChange	12	1.42904209268	1	0	noChange	-114.687407028	-114.687407028	937	350	blue	blue
2017-04-25 10:18:27.636000	1	32	noChange	12	1.18314264741	1	0	noChange	191.443703514	-37.9311105419	897	341	white	white
2017-04-25 10:18:31.327000	1	33	noChange	12	1.27720784574	1	0	noChange	114.687407028	-114.687407028	913	341	black	black
2017-04-25 10:18:35.351000	1	34	change	12	1.60603678183	0	0	noChange	37.9311105419	191.443703514	895	340	white	green
2017-04-25 10:18:39.247000	1	35	change	12	1.45172200308	1	0	change	-191.443703514	-114.687407028	-909	331	red	black
2017-04-25 10:18:43.143000	1	36	change	12	1.44465113262	1	0	change	-114.687407028	-191.443703514	-909	337	black	red
2017-04-25 10:18:47.325000	1	37	change	12	1.74729202453	1	0	change	-191.443703514	191.443703514	-911	334	magenta	blue
2017-04-25 10:18:51.085000	1	38	change	12	1.32640136499	1	0	change	191.443703514	114.687407028	-923	342	red	yellow
2017-04-25 10:18:54.668000	1	39	noChange	12	1.16457560819	1	0	noChange	-37.9311105419	114.687407028	917	333	green	green
2017-04-25 10:18:58.779000	1	40	noChange	12	1.68157845903	1	0	noChange	-37.9311105419	-114.687407028	925	327	yellow	yellow
2017-04-25 10:19:02.694000	1	41	noChange	12	1.45898542061	1	0	noChange	37.9311105419	-191.443703514	897	319	magenta	magenta
2017-04-25 10:19:06.615000	1	42	noChange	12	1.46976723563	1	0	noChange	191.443703514	-191.443703514	926	333	white	white
2017-04-25 10:19:11.284000	1	43	noChange	12	NA	0	1	NA	114.687407028	-191.443703514	NA	NA	white	white
2017-04-25 10:19:15.054000	1	44	noChange	12	1.3114615185	1	0	noChange	-191.443703514	-114.687407028	916	325	black	black
2017-04-25 10:19:18.797000	1	45	change	12	1.34974554227	0	0	noChange	-191.443703514	114.687407028	908	323	green	yellow
2017-04-25 10:19:22.397000	1	46	noChange	12	1.17085124692	1	0	noChange	-191.443703514	191.443703514	909	336	green	green
2017-04-25 10:19:26.260000	1	47	noChange	12	1.46426548013	1	0	noChange	-191.443703514	114.687407028	895	328	black	black
2017-04-25 10:19:29.965000	1	48	change	12	1.28814279521	0	0	noChange	-37.9311105419	37.9311105419	937	327	blue	black
2017-04-25 10:19:34.366000	1	49	change	12	1.94469300853	0	0	noChange	-114.687407028	37.9311105419	924	345	blue	green
2017-04-25 10:19:38.452000	1	50	change	12	1.64982995096	0	0	noChange	114.687407028	-37.9311105419	918	331	white	magenta
2017-04-25 10:19:42.187000	1	51	change	12	1.29721549836	1	0	change	-191.443703514	-191.443703514	-916	341	black	red
2017-04-25 10:19:46.273000	1	52	noChange	12	1.62214299556	1	0	noChange	114.687407028	191.443703514	925	333	magenta	magenta
2017-04-25 10:19:50.359000	1	53	change	12	1.64831954439	1	0	change	114.687407028	191.443703514	-929	343	black	magenta
2017-04-25 10:19:54.066000	1	54	change	12	1.28315381432	1	0	change	191.443703514	37.9311105419	-928	342	blue	red
2017-04-25 10:19:57.992000	1	55	noChange	12	1.51937992452	1	0	noChange	-37.9311105419	-37.9311105419	968	360	green	green
2017-04-25 10:20:02.148000	1	56	noChange	12	1.73766549195	1	0	noChange	191.443703514	37.9311105419	931	321	black	black
2017-04-25 10:20:05.893000	1	57	change	12	1.29887329171	1	0	change	-191.443703514	37.9311105419	-926	339	blue	red
2017-04-25 10:20:09.734000	1	58	change	12	1.43710854236	0	0	noChange	37.9311105419	-114.687407028	907	325	green	magenta
2017-04-25 10:20:13.812000	1	59	noChange	12	1.66188816012	1	0	noChange	-114.687407028	-37.9311105419	925	339	magenta	magenta
2017-04-25 10:20:18.082000	1	60	change	12	1.85101536764	0	0	noChange	114.687407028	-191.443703514	932	332	white	red
2017-04-25 10:20:21.795000	1	61	change	12	1.30784992659	1	0	change	-37.9311105419	-37.9311105419	-945	353	black	red
2017-04-25 10:20:25.864000	1	62	noChange	12	1.64260143002	1	0	noChange	37.9311105419	-37.9311105419	952	336	red	red
2017-04-25 10:20:29.891000	1	63	noChange	12	1.57953877381	0	0	change	191.443703514	-114.687407028	-977	387	green	green
2017-04-25 10:20:33.724000	1	64	noChange	12	1.38137704412	1	0	noChange	-37.9311105419	37.9311105419	958	336	red	red
2017-04-25 10:20:37.453000	1	65	noChange	12	1.32907526497	0	0	change	191.443703514	114.687407028	-934	347	magenta	magenta
2017-04-25 10:20:41.183000	1	66	noChange	12	1.2802927044	1	0	noChange	-114.687407028	37.9311105419	956	336	black	black
2017-04-25 10:20:44.911000	1	67	noChange	12	1.29595552614	1	0	noChange	-37.9311105419	-191.443703514	978	351	blue	blue
2017-04-25 10:20:49.338000	1	68	noChange	12	2.00618696033	1	0	noChange	37.9311105419	37.9311105419	962	344	green	green
2017-04-25 10:20:53.151000	1	69	noChange	12	1.41722118034	1	0	noChange	-191.443703514	-191.443703514	959	350	yellow	yellow
2017-04-25 10:20:57.198000	1	70	noChange	12	1.61845627334	1	0	noChange	191.443703514	191.443703514	952	342	red	red
2017-04-25 10:21:00.704000	1	71	change	12	1.10951494559	0	0	noChange	114.687407028	-114.687407028	966	347	white	blue
2017-04-25 10:21:04.544000	1	72	change	12	1.36970105527	0	0	noChange	114.687407028	114.687407028	992	358	blue	green
