"Block","acc","accuracy","arrow_condition","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","congruency","coordinates","correct","correct_Start","correct_instructions","correct_key","correct_mouse_response","count_SOA","count_Start","count_adjust_to_monitor","count_bottom_target","count_cue","count_delay_600ms","count_end_fixation","count_experiment","count_instructions","count_logger","count_mouse_response","count_practice_table","count_randomize_fixation_duration","count_start_fixation","count_top_target","count_trial_flow","count_variables_for_logger_endduration","cue","cue_cat","cue_condition","cursor_roi","cursor_x","cursor_y","datetime","delay_delay_600ms","description","disable_garbage_collection","distance","endfixation","experiment_file","experiment_path","fixation","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_table","logfile","mouse_backend","opensesame_codename","opensesame_version","position","repeat_cycle","response","response_Start","response_instructions","response_mouse_response","response_time","response_time_Start","response_time_instructions","response_time_mouse_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","time_SOA","time_Start","time_adjust_to_monitor","time_bottom_target","time_cue","time_delay_600ms","time_end_fixation","time_experiment","time_instructions","time_logger","time_mouse_response","time_practice_table","time_randomize_fixation_duration","time_start_fixation","time_top_target","time_trial_flow","time_variables_for_logger_endduration","title","total_correct","total_response_time","total_responses","transparent_variables","uniform_coordinates","width"
"NA","0","0","incongruentLeft","773.183120415","773.183120415","white","psycho","psycho","psycho","0","incongruent","relative","0","NA","undefined","1","0","0","NA","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","NA","other","no","undefined","-425","376","03/19/19 10:41:48","600","Default description","yes","40.0623542614","1682.81687959","ANT.osexp","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task","1044","no","Arial","no","24","no","black","no","yes","768","psycho","0","0","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task/subject-0.csv","psycho","Kafkaesque Koffka","3.2.6","top","0","3","NA","space","3","773.183120415","NA","3705.4593247","773.183120415","2","legacy","1024","2","48000","-16","experiment","0","even","legacy","9792.05502034","NA","4646.01460571","NA","9675.38846942","12691.1485087","11008.709829","4645.77764669","4808.78825189","13290.0924865","10226.0495549","8514.79243144","8616.90003861","8625.3502692","10225.4047849","8616.70383048","11008.7970662","ANT","0","773.183120415","1","no","no","1024"
"NA","50","50","incongruentRight","946.196566103","946.196566103","white","psycho","psycho","psycho","0","incongruent","relative","1","NA","undefined","3","1","1","NA","0","1","1","1","1","0","0","1","3","0","1","1","1","1","1","NA","other","double","undefined","-425","376","03/19/19 10:41:48","600","Default description","yes","40.0623542614","1826.78998821","ANT.osexp","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task","554","no","Arial","no","24","no","black","no","yes","768","psycho","1","1","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task/subject-0.csv","psycho","Kafkaesque Koffka","3.2.6","bot","0","3","NA","space","3","1119.21001179","NA","3705.4593247","1119.21001179","2","legacy","1024","2","48000","-16","experiment","0","even","legacy","14108.6452614","NA","4646.01460571","14525.3743877","13992.0236875","17484.6832401","15658.6407486","4645.77764669","4808.78825189","18084.1947121","14525.9292039","8514.79243144","13418.8454571","13425.3737538","10225.4047849","13418.7476549","15658.6802921","ANT","1","1892.39313221","2","no","no","1024"
"NA","66.6666666667","66.6666666667","neutralLeft","859.146321639","859.146321639","white","psycho","psycho","psycho","0","neutral","relative","1","NA","undefined","1","1","2","NA","0","2","2","2","2","0","0","2","5","0","2","2","2","2","2","NA","other","double","undefined","-425","376","03/19/19 10:41:48","600","Default description","yes","40.0623542614","1887.95416729","ANT.osexp","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task","927","no","Arial","no","24","no","black","no","yes","768","psycho","2","2","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task/subject-0.csv","psycho","Kafkaesque Koffka","3.2.6","bot","0","1","NA","space","1","685.04583271","NA","3705.4593247","685.04583271","2","legacy","1024","2","48000","-16","experiment","0","even","legacy","19258.5865952","NA","4646.01460571","19675.2939877","19141.9306094","22262.4769493","20375.2573722","4645.77764669","4808.78825189","22861.9048065","19676.0477287","8514.79243144","18203.2857916","18208.6371414","10225.4047849","18203.2130437","20375.3002362","ANT","2","2577.43896492","3","no","no","1024"
"NA","50","50","incongruentLeft","772.16623415","772.16623415","white","psycho","psycho","psycho","0","incongruent","relative","0","NA","undefined","1","0","3","NA","0","3","3","3","3","0","0","3","7","0","3","3","3","3","3","NA","other","double","undefined","-425","376","03/19/19 10:41:48","600","Default description","yes","40.0623542614","2098.77402832","ANT.osexp","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task","890","no","Arial","no","24","no","black","no","yes","768","psycho","3","3","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task/subject-0.csv","psycho","Kafkaesque Koffka","3.2.6","top","0","3","NA","space","3","511.225971684","NA","3705.4593247","511.225971684","2","legacy","1024","2","48000","-16","experiment","0","even","legacy","24008.5510514","NA","4646.01460571","19675.2939877","23891.8914432","27040.273979","24941.8789311","4645.77764669","4808.78825189","27638.9514155","24425.7866964","8514.79243144","22981.0290904","22991.9038496","24425.2210133","22980.955135","24941.9193802","ANT","2","3088.6649366","4","no","no","1024"
"NA","40","40","incongruentLeft","752.590384777","752.590384777","white","psycho","psycho","psycho","0","incongruent","relative","0","NA","undefined","1","0","4","NA","0","4","4","4","4","0","0","4","9","0","4","4","4","4","4","NA","spatial","spatialTop","undefined","-425","376","03/19/19 10:41:48","600","Default description","yes","40.0623542614","1286.71301272","ANT.osexp","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task","1539","no","Arial","no","24","no","black","no","yes","768","psycho","4","4","C:/Users/nur375/Documents/GitHub/paradigms/attention_network_task/subject-0.csv","psycho","Kafkaesque Koffka","3.2.6","top","0","3","NA","space","3","674.286987283","NA","3705.4593247","674.286987283","2","legacy","1024","2","48000","-16","experiment","0","even","legacy","29441.8528203","NA","4646.01460571","19675.2939877","29325.1841564","31828.2013844","30541.8130052","4645.77764669","4808.78825189","32427.916611","29858.6420165","8514.79243144","27760.2684006","27775.2094974","29858.4781073","27760.1941434","30541.8594914","ANT","2","3762.95192388","5","no","no","1024"
