"acc","accuracy","all_letters","average_response_time","avg_rt","background","background_color","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_respond","count_LIBRARIES","count_PARAMETERS","count_calibrate_tracker","count_experiment","count_fixation","count_respond","count_save_data","count_stream_presentation","count_trial_sequence","count_trial_table","datetime","description","disable_garbage_collection","distractor_color","distractor_identity","distractor_letter","distractor_location_x","distractor_location_y","distractor_position","distractor_position_relative_to_target","distractor_present","distractor_size","experiment_file","experiment_path","fixation_dot_color","fixation_period_trial","fixation_periods","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","isi_time","keyboard_backend","letter1","letter10","letter2","letter3","letter4","letter5","letter6","letter7","letter8","letter9","listA","listB","listC","listD","live_row","live_row_trial_table","logfile","mouse_backend","opensesame_codename","opensesame_version","other_letters_color","prep_stream","presentation_time","repeat_cycle","response","response_respond","response_time","response_time_respond","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stream_font_size","subject_nr","subject_parity","target_letter","target_letter_color","target_position","time_LIBRARIES","time_PARAMETERS","time_calibrate_tracker","time_experiment","time_fixation","time_respond","time_save_data","time_stream_presentation","time_trial_sequence","time_trial_table","title","total_correct","total_response_time","total_responses","total_stream","trial_cue","trial_type","uniform_coordinates","width","word_total_time"
"undefined","undefined","[u'A', u'B', u'C', u'D', u'E', u'F', u'G', u'H', u'I', u'J']","undefined","undefined","black","white","no","xpyriment","legacy","legacy","0","uniform","undefined","undefined","0","0","0","0","0","0","0","0","0","0","03/19/19 11:22:42","The main experiment item","yes","green","square","A","100","100","7","-3","Y","50","RSVP.osexp","C:\Users\nur375\Documents\GitHub\paradigms\rsvp","black","1000","[500, 700, 1000]","no","mono","no","18","no","white","no","yes","768","45","legacy","A","J","B","C","D","E","F","G","H","I","[u'D', u'G', u'C', u'J', u'F', u'I', u'E', u'A', u'B', u'H']","[u'J', u'G', u'F', u'E', u'I', u'D', u'H', u'C', u'A', u'B']","[u'I', u'B', u'A', u'F', u'C', u'E', u'J', u'G', u'D', u'H']","[u'B', u'C', u'J', u'F', u'G', u'I', u'A', u'E', u'H', u'D']","0","0","C:/Users/nur375/Documents/GitHub/paradigms/rsvp/subject-0.csv","xpyriment","Kafkaesque Koffka","3.2.6","gray","[u'D', u'G', u'C', u'J', u'F', u'I', u'E', u'A', u'B', u'H', u'K', u'J', u'G', u'F', u'E', u'I', u'D', u'H', u'C', u'A', u'B', u'I', u'B', u'A', u'F', u'C', u'E', u'J', u'G', u'D', u'H', u'B', u'C', u'J', u'F', u'G', u'I', u'A', u'E', u'H', u'D']","90","0","k","k","1374","1374","2","legacy","1024","2","48000","-16","experiment","90","0","even","K","green","10","1591","1591","1591","1591","3967","16237","17612","5088","3967","3413","RSVP Lie Project","0","0","0","[u'D', u'G', u'C', u'J', u'F', u'I', u'E', u'A', u'B', u'H', u'J', u'G', u'F', u'E', u'I', u'D', u'H', u'C', u'A', u'B', u'I', u'B', u'A', u'F', u'C', u'E', u'J', u'G', u'D', u'H', u'B', u'C', u'J', u'F', u'G', u'I', u'A', u'E', u'H', u'D']","L","lie","yes","1024","['0.0985652960977', '0.104509496322', '0.105467293768', '0.0953357105707', '0.105806582873', '0.0987068677971', '0.106582359563', '0.108489804272', '0.105751644601', '0.105896838604', '0.108514858538', '0.104810751239', '0.105646597797', '0.0941155979714', '0.105648408948', '0.108124857183', '0.1068790866', '0.0940117586012', '0.0958926397507', '0.0964634544279', '0.105791489941', '0.0946752438791', '0.10689900927', '0.106942778772', '0.105821373946', '0.103860802117', '0.106636694117', '0.101656932229', '0.107110008455', '0.105966567949', '0.107083746754', '0.104581640535', '0.105968379101', '0.105923100306', '0.106399735089', '0.0964459466272', '0.104448822736', '0.109138800335', '0.108676051049', '0.0988194610676', '0.10756189083']"
