block	trial	trial_type	obj_identity	x	y	obj.color	isChangeTrial
1	1	noChange_8	D	-114.687407028	114.687407028	blue	0
1	1	noChange_8	D	114.687407028	114.687407028	yellow	0
1	1	noChange_8	D	-114.687407028	-191.443703514	red	0
1	1	noChange_8	D	191.443703514	-37.9311105419	white	0
1	1	noChange_8	D	191.443703514	191.443703514	magenta	0
1	1	noChange_8	D	114.687407028	191.443703514	black	0
1	1	noChange_8	D	37.9311105419	-37.9311105419	green	0
1	1	noChange_8	T	114.687407028	114.687407028	magenta	0
1	1	noChange_8	D	-114.687407028	114.687407028	blue	0
1	1	noChange_8	D	114.687407028	114.687407028	yellow	0
1	1	noChange_8	D	-114.687407028	-191.443703514	red	0
1	1	noChange_8	D	191.443703514	-37.9311105419	white	0
1	1	noChange_8	D	191.443703514	191.443703514	magenta	0
1	1	noChange_8	D	114.687407028	191.443703514	black	0
1	1	noChange_8	D	37.9311105419	-37.9311105419	green	0
1	1	noChange_8	T	114.687407028	114.687407028	magenta	0
1	2	noChange_8	D	191.443703514	191.443703514	white	0
1	2	noChange_8	D	-191.443703514	191.443703514	yellow	0
1	2	noChange_8	D	114.687407028	-191.443703514	magenta	0
1	2	noChange_8	D	37.9311105419	-37.9311105419	blue	0
1	2	noChange_8	D	-37.9311105419	37.9311105419	white	0
1	2	noChange_8	D	-114.687407028	191.443703514	green	0
1	2	noChange_8	D	191.443703514	-114.687407028	red	0
1	2	noChange_8	T	-114.687407028	191.443703514	black	0
1	2	noChange_8	D	191.443703514	191.443703514	white	0
1	2	noChange_8	D	-191.443703514	191.443703514	yellow	0
1	2	noChange_8	D	114.687407028	-191.443703514	magenta	0
1	2	noChange_8	D	37.9311105419	-37.9311105419	blue	0
1	2	noChange_8	D	-37.9311105419	37.9311105419	white	0
1	2	noChange_8	D	-114.687407028	191.443703514	green	0
1	2	noChange_8	D	191.443703514	-114.687407028	red	0
1	2	noChange_8	T	-114.687407028	191.443703514	black	0
1	3	change_8	D	-114.687407028	-191.443703514	green	0
1	3	change_8	D	191.443703514	191.443703514	white	0
1	3	change_8	D	-37.9311105419	37.9311105419	magenta	0
1	3	change_8	D	37.9311105419	-37.9311105419	red	0
