block	trial	trial_type	obj_identity	x	y	obj.color	isChangeTrial
1	18	change_8	D	-114.687407028	-191.443703514	blue	0
1	18	change_8	D	191.443703514	37.9311105419	white	0
1	18	change_8	D	-191.443703514	-191.443703514	red	0
1	18	change_8	D	-191.443703514	114.687407028	magenta	0
1	18	change_8	T	-114.687407028	191.443703514	green	0
1	18	change_8	D	-37.9311105419	37.9311105419	black	1
1	18	change_8	D	114.687407028	191.443703514	magenta	1
1	18	change_8	D	37.9311105419	-114.687407028	yellow	1
1	18	change_8	D	-114.687407028	-191.443703514	blue	1
1	18	change_8	D	191.443703514	37.9311105419	white	1
1	18	change_8	D	-191.443703514	-191.443703514	red	1
1	18	change_8	D	-191.443703514	114.687407028	magenta	1
1	18	change_8	T	-114.687407028	191.443703514	red	1
1	19	noChange_8	D	37.9311105419	191.443703514	blue	0
1	19	noChange_8	D	-191.443703514	-191.443703514	red	0
1	19	noChange_8	D	114.687407028	37.9311105419	black	0
1	19	noChange_8	D	-37.9311105419	191.443703514	white	0
1	19	noChange_8	D	191.443703514	114.687407028	magenta	0
1	19	noChange_8	D	-191.443703514	191.443703514	green	0
1	19	noChange_8	D	37.9311105419	-191.443703514	yellow	0
1	19	noChange_8	T	-191.443703514	-114.687407028	magenta	0
1	19	noChange_8	D	37.9311105419	191.443703514	blue	0
1	19	noChange_8	D	-191.443703514	-191.443703514	red	0
1	19	noChange_8	D	114.687407028	37.9311105419	black	0
1	19	noChange_8	D	-37.9311105419	191.443703514	white	0
1	19	noChange_8	D	191.443703514	114.687407028	magenta	0
1	19	noChange_8	D	-191.443703514	191.443703514	green	0
1	19	noChange_8	D	37.9311105419	-191.443703514	yellow	0
1	19	noChange_8	T	-191.443703514	-114.687407028	magenta	0
1	20	noChange_8	D	37.9311105419	-37.9311105419	yellow	0
1	20	noChange_8	D	-114.687407028	37.9311105419	magenta	0
1	20	noChange_8	D	114.687407028	-114.687407028	white	0
1	20	noChange_8	D	37.9311105419	37.9311105419	blue	0
1	20	noChange_8	D	37.9311105419	191.443703514	red	0
1	20	noChange_8	D	-191.443703514	-114.687407028	magenta	0
1	20	noChange_8	D	37.9311105419	-114.687407028	black	0
1	20	noChange_8	T	-114.687407028	-191.443703514	green	0
1	20	noChange_8	D	37.9311105419	-37.9311105419	yellow	0
1	20	noChange_8	D	-114.687407028	37.9311105419	magenta	0
1	20	noChange_8	D	114.687407028	-114.687407028	white	0
1	20	noChange_8	D	37.9311105419	37.9311105419	blue	0
1	20	noChange_8	D	37.9311105419	191.443703514	red	0
1	20	noChange_8	D	-191.443703514	-114.687407028	magenta	0
1	20	noChange_8	D	37.9311105419	-114.687407028	black	0
1	20	noChange_8	T	-114.687407028	-191.443703514	green	0
1	21	noChange_8	D	114.687407028	37.9311105419	blue	0
1	21	noChange_8	D	114.687407028	114.687407028	green	0
1	21	noChange_8	D	114.687407028	191.443703514	black	0
1	21	noChange_8	D	-114.687407028	-37.9311105419	red	0
1	21	noChange_8	D	-191.443703514	-191.443703514	yellow	0
1	21	noChange_8	D	-37.9311105419	-191.443703514	magenta	0
1	21	noChange_8	D	37.9311105419	-191.443703514	white	0
1	21	noChange_8	T	-191.443703514	37.9311105419	blue	0
1	21	noChange_8	D	114.687407028	37.9311105419	blue	0
1	21	noChange_8	D	114.687407028	114.687407028	green	0
1	21	noChange_8	D	114.687407028	191.443703514	black	0
1	21	noChange_8	D	-114.687407028	-37.9311105419	red	0
1	21	noChange_8	D	-191.443703514	-191.443703514	yellow	0
1	21	noChange_8	D	-37.9311105419	-191.443703514	magenta	0
1	21	noChange_8	D	37.9311105419	-191.443703514	white	0
1	21	noChange_8	T	-191.443703514	37.9311105419	blue	0
1	22	noChange_8	D	191.443703514	-37.9311105419	blue	0
1	22	noChange_8	D	37.9311105419	-191.443703514	black	0
1	22	noChange_8	D	-37.9311105419	-191.443703514	white	0
1	22	noChange_8	D	191.443703514	-114.687407028	yellow	0
1	22	noChange_8	D	191.443703514	37.9311105419	magenta	0
1	22	noChange_8	D	-114.687407028	37.9311105419	red	0
1	22	noChange_8	D	37.9311105419	37.9311105419	green	0
1	22	noChange_8	T	-37.9311105419	-114.687407028	blue	0
1	22	noChange_8	D	191.443703514	-37.9311105419	blue	0
1	22	noChange_8	D	37.9311105419	-191.443703514	black	0
1	22	noChange_8	D	-37.9311105419	-191.443703514	white	0
1	22	noChange_8	D	191.443703514	-114.687407028	yellow	0
1	22	noChange_8	D	191.443703514	37.9311105419	magenta	0
1	22	noChange_8	D	-114.687407028	37.9311105419	red	0
1	22	noChange_8	D	37.9311105419	37.9311105419	green	0
1	22	noChange_8	T	-37.9311105419	-114.687407028	blue	0
1	23	change_8	D	-191.443703514	-114.687407028	yellow	0
1	23	change_8	D	-114.687407028	-191.443703514	blue	0
1	23	change_8	D	-114.687407028	114.687407028	red	0
1	23	change_8	D	191.443703514	37.9311105419	magenta	0
1	23	change_8	D	37.9311105419	-37.9311105419	white	0
1	23	change_8	D	191.443703514	114.687407028	yellow	0
1	23	change_8	D	37.9311105419	191.443703514	black	0
1	23	change_8	T	-191.443703514	37.9311105419	green	0
1	23	change_8	D	-191.443703514	-114.687407028	yellow	1
1	23	change_8	D	-114.687407028	-191.443703514	blue	1
1	23	change_8	D	-114.687407028	114.687407028	red	1
1	23	change_8	D	191.443703514	37.9311105419	magenta	1
1	23	change_8	D	37.9311105419	-37.9311105419	white	1
1	23	change_8	D	191.443703514	114.687407028	yellow	1
1	23	change_8	D	37.9311105419	191.443703514	black	1
1	23	change_8	T	-191.443703514	37.9311105419	white	1
1	24	noChange_8	D	-191.443703514	-114.687407028	blue	0
1	24	noChange_8	D	37.9311105419	114.687407028	white	0
1	24	noChange_8	D	191.443703514	114.687407028	red	0
1	24	noChange_8	D	-191.443703514	191.443703514	red	0
1	24	noChange_8	D	-37.9311105419	-37.9311105419	magenta	0
1	24	noChange_8	D	-37.9311105419	37.9311105419	yellow	0
1	24	noChange_8	D	114.687407028	-191.443703514	black	0
1	24	noChange_8	T	-114.687407028	37.9311105419	green	0
1	24	noChange_8	D	-191.443703514	-114.687407028	blue	0
1	24	noChange_8	D	37.9311105419	114.687407028	white	0
1	24	noChange_8	D	191.443703514	114.687407028	red	0
1	24	noChange_8	D	-191.443703514	191.443703514	red	0
1	24	noChange_8	D	-37.9311105419	-37.9311105419	magenta	0
1	24	noChange_8	D	-37.9311105419	37.9311105419	yellow	0
1	24	noChange_8	D	114.687407028	-191.443703514	black	0
1	24	noChange_8	T	-114.687407028	37.9311105419	green	0
1	25	noChange_8	D	114.687407028	-114.687407028	red	0
1	25	noChange_8	D	37.9311105419	-37.9311105419	magenta	0
1	25	noChange_8	D	-191.443703514	-191.443703514	red	0
1	25	noChange_8	D	37.9311105419	-191.443703514	black	0
1	25	noChange_8	D	114.687407028	-191.443703514	white	0
1	25	noChange_8	D	191.443703514	-114.687407028	green	0
1	25	noChange_8	D	191.443703514	37.9311105419	yellow	0
1	25	noChange_8	T	191.443703514	-191.443703514	blue	0
1	25	noChange_8	D	114.687407028	-114.687407028	red	0
1	25	noChange_8	D	37.9311105419	-37.9311105419	magenta	0
1	25	noChange_8	D	-191.443703514	-191.443703514	red	0
1	25	noChange_8	D	37.9311105419	-191.443703514	black	0
1	25	noChange_8	D	114.687407028	-191.443703514	white	0
1	25	noChange_8	D	191.443703514	-114.687407028	green	0
1	25	noChange_8	D	191.443703514	37.9311105419	yellow	0
1	25	noChange_8	T	191.443703514	-191.443703514	blue	0
1	26	change_8	D	-37.9311105419	114.687407028	blue	0
1	26	change_8	D	191.443703514	37.9311105419	white	0
1	26	change_8	D	191.443703514	114.687407028	red	0
1	26	change_8	D	-114.687407028	114.687407028	black	0
1	26	change_8	D	37.9311105419	-191.443703514	green	0
1	26	change_8	D	191.443703514	-37.9311105419	magenta	0
1	26	change_8	D	-114.687407028	-114.687407028	magenta	0
1	26	change_8	T	-191.443703514	191.443703514	yellow	0
1	26	change_8	D	-37.9311105419	114.687407028	blue	1
1	26	change_8	D	191.443703514	37.9311105419	white	1
1	26	change_8	D	191.443703514	114.687407028	red	1
1	26	change_8	D	-114.687407028	114.687407028	black	1
1	26	change_8	D	37.9311105419	-191.443703514	green	1
1	26	change_8	D	191.443703514	-37.9311105419	magenta	1
1	26	change_8	D	-114.687407028	-114.687407028	magenta	1
1	26	change_8	T	-191.443703514	191.443703514	magenta	1
1	27	noChange_8	D	114.687407028	-37.9311105419	yellow	0
1	27	noChange_8	D	114.687407028	-191.443703514	red	0
1	27	noChange_8	D	191.443703514	-37.9311105419	green	0
1	27	noChange_8	D	191.443703514	114.687407028	magenta	0
1	27	noChange_8	D	-191.443703514	-114.687407028	blue	0
1	27	noChange_8	D	191.443703514	37.9311105419	blue	0
1	27	noChange_8	D	-191.443703514	191.443703514	white	0
1	27	noChange_8	T	37.9311105419	-37.9311105419	black	0
1	27	noChange_8	D	114.687407028	-37.9311105419	yellow	0
1	27	noChange_8	D	114.687407028	-191.443703514	red	0
1	27	noChange_8	D	191.443703514	-37.9311105419	green	0
1	27	noChange_8	D	191.443703514	114.687407028	magenta	0
1	27	noChange_8	D	-191.443703514	-114.687407028	blue	0
1	27	noChange_8	D	191.443703514	37.9311105419	blue	0
1	27	noChange_8	D	-191.443703514	191.443703514	white	0
1	27	noChange_8	T	37.9311105419	-37.9311105419	black	0
1	28	noChange_8	D	114.687407028	-114.687407028	black	0
1	28	noChange_8	D	114.687407028	191.443703514	red	0
1	28	noChange_8	D	-37.9311105419	191.443703514	green	0
1	28	noChange_8	D	37.9311105419	-114.687407028	magenta	0
1	28	noChange_8	D	-191.443703514	114.687407028	blue	0
1	28	noChange_8	D	-37.9311105419	37.9311105419	blue	0
1	28	noChange_8	D	191.443703514	-37.9311105419	white	0
1	28	noChange_8	T	37.9311105419	37.9311105419	yellow	0
1	28	noChange_8	D	114.687407028	-114.687407028	black	0
1	28	noChange_8	D	114.687407028	191.443703514	red	0
1	28	noChange_8	D	-37.9311105419	191.443703514	green	0
1	28	noChange_8	D	37.9311105419	-114.687407028	magenta	0
1	28	noChange_8	D	-191.443703514	114.687407028	blue	0
1	28	noChange_8	D	-37.9311105419	37.9311105419	blue	0
1	28	noChange_8	D	191.443703514	-37.9311105419	white	0
1	28	noChange_8	T	37.9311105419	37.9311105419	yellow	0
1	29	noChange_8	D	37.9311105419	-114.687407028	blue	0
1	29	noChange_8	D	114.687407028	-191.443703514	green	0
1	29	noChange_8	D	114.687407028	-114.687407028	red	0
1	29	noChange_8	D	-191.443703514	-191.443703514	black	0
1	29	noChange_8	D	-114.687407028	37.9311105419	yellow	0
1	29	noChange_8	D	37.9311105419	-37.9311105419	white	0
1	29	noChange_8	D	-114.687407028	191.443703514	red	0
1	29	noChange_8	T	-191.443703514	191.443703514	magenta	0
1	29	noChange_8	D	37.9311105419	-114.687407028	blue	0
1	29	noChange_8	D	114.687407028	-191.443703514	green	0
1	29	noChange_8	D	114.687407028	-114.687407028	red	0
1	29	noChange_8	D	-191.443703514	-191.443703514	black	0
1	29	noChange_8	D	-114.687407028	37.9311105419	yellow	0
1	29	noChange_8	D	37.9311105419	-37.9311105419	white	0
1	29	noChange_8	D	-114.687407028	191.443703514	red	0
1	29	noChange_8	T	-191.443703514	191.443703514	magenta	0
1	30	noChange_8	D	-37.9311105419	-114.687407028	yellow	0
1	30	noChange_8	D	191.443703514	114.687407028	blue	0
1	30	noChange_8	D	-114.687407028	191.443703514	magenta	0
1	30	noChange_8	D	37.9311105419	37.9311105419	green	0
1	30	noChange_8	D	191.443703514	-191.443703514	magenta	0
1	30	noChange_8	D	114.687407028	114.687407028	black	0
1	30	noChange_8	D	-114.687407028	-191.443703514	red	0
1	30	noChange_8	T	114.687407028	114.687407028	white	0
1	30	noChange_8	D	-37.9311105419	-114.687407028	yellow	0
1	30	noChange_8	D	191.443703514	114.687407028	blue	0
1	30	noChange_8	D	-114.687407028	191.443703514	magenta	0
1	30	noChange_8	D	37.9311105419	37.9311105419	green	0
